ignore if not empty;modname;modurl;dependencies;Tags;Modpack;Notes;edited;moddesc;ModDB URL;Forum URL;imported
;block_in_block;https://github.com/TumeniNodes/block_in_block;default ;;;;;[Block In Block] A silly mod to spark creativity;https://content.minetest.net/packages/TumeniNodes/block_in_block/;https://forum.minetest.net/viewtopic.php?t=20979;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;grenades;https://github.com/LoneWolfHT/grenades;;;;;;[Grenades] Adds an API for easily creating grenades;https://content.minetest.net/packages/Lone_Wolf/grenades/;https://forum.minetest.net/viewtopic.php?t=21466;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;pumpkinspice;https://github.com/GreenXenith/pumpkinspice;farming ;;;;;[Pumpkinspice] Adds pumpkinspice stuff.;https://content.minetest.net/packages/GreenDimond/pumpkinspice/;https://forum.minetest.net/viewtopic.php?t=18518;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;latency_protection;https://github.com/Coder12a/latency_protection;;;;;;[Latency Protection] Latency protection attempts to prevent players from glitching through protected nodes. By either teleporting the player or damaging them.;https://content.minetest.net/packages/Coder12/latency_protection/;https://forum.minetest.net/viewtopic.php?t=23555;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;soft_leaves;https://github.com/h4ml3t/soft_leaves;default ;;;;;[Soft Leaves] Allows to walk through and to climb on leaves.;https://content.minetest.net/packages/Hamlet/soft_leaves/;https://forum.minetest.net/viewtopic.php?t=20141;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;realcompass;https://github.com/kestral246/realcompass;;;;;;[Real Compass] A simple compass that only points north.;https://content.minetest.net/packages/kestral/realcompass/;https://forum.minetest.net/viewtopic.php?t=20377;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;smart_chat;https://github.com/acmgit/smart_chat.git;;;;;;[Smart Chat] A new, lightweight, simple and modular Chatsystem;https://content.minetest.net/packages/Clyde/smart_chat/;https://forum.minetest.net/viewtopic.php?t=24577;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;blockexchange;https://github.com/blockexchange/blockexchange.git;;;;;;[Block Exchange] Cloud worldedit schema exchanger;https://content.minetest.net/packages/BuckarooBanzay/blockexchange/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;plasticbox;http://github.com/sbrl/plasticbox.git;unifieddyes ;;;;;[Plastic Box] Adds a recolourable plastic box. Fork of @cheapie's version with improvements.;https://content.minetest.net/packages/Starbeamrainbowlabs/plasticbox/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;playertags;https://github.com/appgurueu/playertags;modlib ;;;;;[Player Nametags] Adds player nametags floating above players.;https://content.minetest.net/packages/LMD/playertags/;https://forum.minetest.net/viewtopic.php?t=20339;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;basic_hud;http://repo.or.cz/minetest_basic_hud.git;;;;;;[Basic HUD textures] Adds basic but neccessary HUD images: Heart icon, bubble icon, � (for game authors);https://content.minetest.net/packages/Wuzzy/basic_hud/;https://forum.minetest.net/viewtopic.php?t=11176;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;hiking;https://gitlab.com/h2mm/hiking;dye default ;;;;;[Hiking Redo] Complete set of hiking signs;https://content.minetest.net/packages/Hume2/hiking/;https://forum.minetest.net/viewtopic.php?t=20588;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;nc_ctf;https://git.minetest.land/Kimapr/nc_ctf/;nc_api_craft nc_api ;;;;;[NodeCore CTF] Capture The Flag for NodeCore;https://content.minetest.net/packages/Kimapr/nc_ctf/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;daymachine;https://gitlab.com/Niwla23/daymachine;default ;;;;;[daymachine] Make day by using one mese crystal!;https://content.minetest.net/packages/niwla23/daymachine/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;real_names;https://github.com/Extex101/real_names;;;;;;[Realistic Player Names] Gives players realistic names when they join, great for role-playing servers!!;https://content.minetest.net/packages/Extex/real_names/;https://forum.minetest.net/viewtopic.php?t=23729;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;aquaz;https://github.com/runsy/aquaz.git;default ;;;;;[Aquaz] Stuff for oceans;https://content.minetest.net/packages/runs/aquaz/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;snowcone;https://github.com/GreenXenith/snowcone/;default bucket farming ;;;;;[Snow Cones] Some simple flavored snow cones.;https://content.minetest.net/packages/GreenDimond/snowcone/;https://forum.minetest.net/viewtopic.php?t=22881;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;ctf_map;;;;;;;"[CTF Map Maker] Create maps for Capture the Flag, search ""creating ctf minetest"" on youtube for help";https://content.minetest.net/packages/rubenwardy/ctf_map/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;advmarkers;https://git.minetest.land/luk3yx/advmarkers;;;;;;[advmarkers] Allows you to create and manage markers/waypoints.;https://content.minetest.net/packages/luk3yx/advmarkers/;https://forum.minetest.net/viewtopic.php?t=22085;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;fallen_trees;https://github.com/h4ml3t/fallen_trees;default ;;;;;[Fallen Trees] Adds tree nodes to the falling_node group.;https://content.minetest.net/packages/Hamlet/fallen_trees/;https://forum.minetest.net/viewtopic.php?t=18252;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;advancedban;https://github.com/srifqi/advancedban;;;;;;[Advanced Ban] Advanced Ban: Ban a player based on its username;https://content.minetest.net/packages/srifqi/advancedban/;https://forum.minetest.net/viewtopic.php?t=10823;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;commons;https://github.com/tacotexmex/commons;default ;;;;;[Commons] Abolishes private property by melting the solid chest locks into air.;https://content.minetest.net/packages/texmex/commons/;https://forum.minetest.net/viewtopic.php?t=17710;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;adv_keys;https://github.com/Lejo1/adv_keys;default ;;;;;[Advanced Keys] Replaces the Skeleton Key with one with multiple chests.;https://content.minetest.net/packages/Lejo/adv_keys/;https://forum.minetest.net/viewtopic.php?t=21609;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;axistools;https://github.com/PolySaken-I-Am/axistools;hudbars default ;;;;;[Axis Tools] All the functionality of tinkers construct, but all in your inventory.;https://content.minetest.net/packages/PolySaken/axistools/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;hud_notify;https://github.com/ClobberXD/hud_notify;;;;;;[HUD Notify] Shows a message to a player in-game, by means of an HUD element.;https://content.minetest.net/packages/ANAND/hud_notify/;https://forum.minetest.net/viewtopic.php?t=20034;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;parkour;https://gitlab.com/Niwla23/parkour;;;;;;[parkour] Adds checkpoints and endpoints for parkours;https://content.minetest.net/packages/niwla23/parkour/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;email;https://github.com/rubenwardy/email;;;;;;[Email] Adds email style inboxes;https://content.minetest.net/packages/rubenwardy/email/;https://forum.minetest.net/viewtopic.php?t=13754;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;biomeinfo;https://repo.or.cz/minetest_biomeinfo.git;;;;;;[Biome Info API] Simple API to get data about biomes.;https://content.minetest.net/packages/Wuzzy/biomeinfo/;https://forum.minetest.net/viewtopic.php?t=23158;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;servercleaner;https://github.com/AiTechEye/servercleaner;;;;;;[Server Cleaner] Keep the server clean and simple;https://content.minetest.net/packages/AiTechEye/servercleaner/;https://forum.minetest.net/viewtopic.php?t=21589;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;upgrades;https://gitlab.com/Niwla23/upgrades;;;;;;[Upgrades] Adds effects to players for a short time;https://content.minetest.net/packages/niwla23/upgrades/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;nc_exmachina;https://gitlab.com/sztest/nc_exmachina;nc_api nc_api_all nc_api_craft nc_terrain nc_tree ;;;;;[Dais Ex Machina] An other-worldly platform to preserve some of your stuff across map resets for NodeCore.;https://content.minetest.net/packages/Warr1024/nc_exmachina/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;memeblocks;;;;;;;[Meme blocks] adds memes to your minetest game;https://content.minetest.net/packages/haybame/memeblocks/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;microexpansion;https://github.com/theFox6/microexpansion;default ;;;;;[Microexpansion] A storage managing solution to get an overview over all your items.;https://content.minetest.net/packages/theFox/microexpansion/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;dash;https://github.com/appgurueu/dash;hud_timers modlib ;;;;;[Dashing] Quick energy burst alternative to sprinting;https://content.minetest.net/packages/LMD/dash/;https://forum.minetest.net/viewtopic.php?t=24211;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;chat2;https://github.com/minetest-mods/chat2;;;;;;[Chat2] Complements game built-in chat or replaces it.;https://content.minetest.net/packages/lag01/chat2/;https://forum.minetest.net/viewtopic.php?t=12654;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;nc_ziprunes;https://gitlab.com/sztest/nc_ziprunes;nc_api_all nc_lux nc_writing ;;;;;[ZipRunes for NodeCore] Gameplay-integrated fast-travel system for NodeCore.;https://content.minetest.net/packages/Warr1024/nc_ziprunes/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;nc_lignite;https://github.com/wintersknight94/NC-Lignite;nc_terrain nc_fire ;;;;;[NodeCore Lignite] Adds Lignite, an ore of coal.;https://content.minetest.net/packages/Winter94/nc_lignite/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;letters;https://github.com/minetest-mods/letters;default ;;;;;"[Letters] Adds a letter cutting tool with letter ""signlike"" nodes.";https://content.minetest.net/packages/Amaz/letters/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;frozenenergy;https://github.com/minetest-mods/frozenenergy;default ;;;;;[Frozen Energy] Use frozen energy crystals to freeze water;https://content.minetest.net/packages/bell07/frozenenergy/;https://forum.minetest.net/viewtopic.php?t=17745;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;nightandday;https://github.com/minetest-mods/nightandday;;;;;;[Nightandday] Allows you to have different day and night speeds.;https://content.minetest.net/packages/sofar/nightandday/;https://forum.minetest.net/viewtopic.php?t=19901;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;fly_b_gone;https://gitlab.com/Df458/fly_b_gone;butterflies fireflies ;;;;;[Fly-B-Gone!] Hides butterflies/fireflies;https://content.minetest.net/packages/Hugues Ross/fly_b_gone/;https://forum.minetest.net/viewtopic.php?t=23701;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;moblib;https://github.com/appgurueu/moblib;modlib ;;;;;[Moblib] Low-level high-performance entity library;https://content.minetest.net/packages/LMD/moblib/;https://forum.minetest.net/viewtopic.php?t=24671;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;breadcrumbs;https://github.com/minetest-mods/breadcrumbs;;;;;;[Breadcrumbs] Path marker signs for use when exploring a twisty maze of passages that are all alike.;https://content.minetest.net/packages/FaceDeer/breadcrumbs/;https://forum.minetest.net/viewtopic.php?t=16511;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;cmdlib;https://github.com/appgurueu/cmdlib;modlib ;;;;;[Chatcommand Library] Library for registering chatcommands.;https://content.minetest.net/packages/LMD/cmdlib/;https://forum.minetest.net/viewtopic.php?t=23055;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;mapserver;https://github.com/thomasrudin/mapserver_mod;dye default ;;;;;[Mapserver] mod for the mapserver;https://content.minetest.net/packages/BuckarooBanzay/mapserver/;https://forum.minetest.net/viewtopic.php?t=21999;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;killbutton;https://gitlab.com/Niwla23/killbutton/;unified_inventory ;;;;;[Kill Button] Allows you to kill yourself from the UI;https://content.minetest.net/packages/niwla23/killbutton/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;inspector;https://github.com/minetest-mods/inspector;;;;;;[Inspector] An in-game tool to inspect node parameters and metadata.;https://content.minetest.net/packages/sofar/inspector/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;commoditymarket;https://github.com/minetest-mods/commoditymarket;;;;;;[Commodity market] Provides API support for various in-world commodity markets;https://content.minetest.net/packages/FaceDeer/commoditymarket/;https://forum.minetest.net/viewtopic.php?t=22926;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;ores_stats;https://github.com/h4ml3t/ores_stats;default ;;;;;[Ores Stats] Provides informations about ores' percentages collected on map generation.;https://content.minetest.net/packages/Hamlet/ores_stats/;https://forum.minetest.net/viewtopic.php?t=19930;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;multitool;https://git.tchncs.de/xthediamondlegox/multitool;dye ;;;;;[Multitool Mod] Adds a new tool that does the job of all the other tools(except hoe and screwdriver). Also has bouble the durability of a diamond tool!;https://content.minetest.net/packages/thediamondlego/multitool/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;was;https://github.com/AiTechEye/was;;;;;;[World Action Script (programming+ electronics)] World Action Script (programming+ electronics);https://content.minetest.net/packages/AiTechEye/was/;https://forum.minetest.net/viewtopic.php?t=21724;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;bubbles;https://github.com/Niwla23/bubbles;;;;;;[Bubbles] Adds bubble machines;https://content.minetest.net/packages/niwla23/bubbles/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;unknownnode;;default ;;;;;[Fake unknown node] Adds a node that looks like an unknown node;https://content.minetest.net/packages/orwell/unknownnode/;https://forum.minetest.net/viewtopic.php?t=14225;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;blueprints;https://git.minetest.land/luk3yx/blueprints;;;;;;[Blueprints] Allows Minetest players to easily copy+paste nodes.;https://content.minetest.net/packages/luk3yx/blueprints/;https://forum.minetest.net/viewtopic.php?t=21539;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;climate;https://github.com/t-affeldt/climate;default ;;;;;[Regional Weather Bundle] Not every biome is the same and neither should their weather be. The complete weather bundle for any game.;https://content.minetest.net/packages/TestificateMods/climate/;https://forum.minetest.net/viewtopic.php?t=24569;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;nettle;https://gitlab.com/h2mm/nettle.git;default ;;;;;[Nettles and Other Weeds] Nettles spawning on junky plots;https://content.minetest.net/packages/Hume2/nettle/;https://forum.minetest.net/viewtopic.php?t=22309;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;named_waypoints;https://github.com/minetest-mods/named_waypoints;;;;;;[Named Waypoints] A library for managing waypoints shown in player HUDs that can be discovered by exploration.;https://content.minetest.net/packages/FaceDeer/named_waypoints/;https://forum.minetest.net/viewtopic.php?t=24108;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;pirate_story;https://github.com/theFox6/pirate_story.git;journal ;;;;;[Pirate Story] a story about a wannabe pirate;https://content.minetest.net/packages/theFox/pirate_story/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;safety_deposit;https://bitbucket.org/sorcerykid/safety_deposit;cipher default formspecs ;;;;;[Safety Deposit] An API for seamless encryption of itemstack metadata including a digital safe;https://content.minetest.net/packages/sorcerykid/safety_deposit/;https://forum.minetest.net/viewtopic.php?t=24290;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;edutest;https://github.com/zeuner/edutest;edutest_chatcommands ;;;;;[Edutest] Provides a GUI frontend for the educational staff.;https://content.minetest.net/packages/zeuner/edutest/;https://forum.minetest.net/viewtopic.php?t=18988;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;meseport;https://github.com/JustinLaw64/meseport.git;default ;;;;;[Meseport] Allows for the creation of Meseportation systems.;https://content.minetest.net/packages/ForbiddenJ/meseport/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;trigger_mesecons;https://git.minetest.land/luk3yx/trigger_mesecons;trigger mesecons ;;;;;[Trigger: Mesecons converters] Allows you to convert trigger signals to/from mesecons;https://content.minetest.net/packages/luk3yx/trigger_mesecons/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;vision_lib;https://github.com/PolySaken-I-Am/vision_lib;;;;;;[Vision Lib] Common library for PolySaken's mods.;https://content.minetest.net/packages/PolySaken/vision_lib/;https://forum.minetest.net/viewtopic.php?t=372203;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;vote_day;https://github.com/Niwla23/vote_day/;vote ;;;;;[Vote Day] This adds a command to vote for making day!;https://content.minetest.net/packages/niwla23/vote_day/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;witt;https://github.com/MightyAlex200/WiTT;;;;;;[WiTT] Small indicator to show what the player is looking at.;https://content.minetest.net/packages/MightyAlex200/witt/;https://forum.minetest.net/viewtopic.php?t=18204;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;mathscolors;https://github.com/Mrchiantos/Maths;;;;;;[Maths Colors] Maths with 8 Colors Nodes.;https://content.minetest.net/packages/Chiantos/mathscolors/;https://forum.minetest.net/viewtopic.php?t=22904;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;wac;https://github.com/Avicennia/Whack_A_Corn;nc_lode nc_tree ;;;;;"[Whack-a-Corn] Use vaguely familiar tools, weapons and other items to smash ""eggcorns"" in this frantic, Nodecore-flavoured, smash-and-dash styled minigame.";https://content.minetest.net/packages/Avicennia_g/wac/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;explodingchest;https://github.com/Coder12a/explodingchest;;;;;;[Exploding Chest] Api-mod to allow containers like chest to explode if it contains explosive materials.;https://content.minetest.net/packages/Coder12/explodingchest/;https://forum.minetest.net/viewtopic.php?t=19750;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;letterscolors;https://github.com/Mrchiantos/Letters;;;;;;[Letters Colors] Alphabets with 8 Colors Nodes.;https://content.minetest.net/packages/Chiantos/letterscolors/;https://forum.minetest.net/viewtopic.php?t=22903;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;symmetool;https://github.com/nyje/symmetool;;;;;;[Symmetool] Symmetric building tool for MineTest.;https://content.minetest.net/packages/Nigel/symmetool/;https://forum.minetest.net/viewtopic.php?t=23705;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;autotrek;https://gitlab.com/sztest/autotrek;;;;;;[Auto-Trek] Automatic long-distance walking via assisted auto-forward.;https://content.minetest.net/packages/Warr1024/autotrek/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;controls;https://github.com/Arcelmi/minetest-controls;;;;;;[Controls Library] Adds callbacks when a player press, hold or release a button.;https://content.minetest.net/packages/Arcelmi/controls/;https://forum.minetest.net/viewtopic.php?t=18471;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;nc_stucco;https://github.com/Avicennia/nc_stucco;nc_api nc_api_craft nc_fire nc_concrete nc_tree nc_woodwork nc_lode nc_terrain nc_stoneworking ;;;;;[Nodecore Stucco] Adds a few decorative building nodes to Nodecore through simple and crude masonry.;https://content.minetest.net/packages/Avicennia_g/nc_stucco/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;tell;https://github.com/octacian/tell;;;;;;[Tell] Message offline players;https://content.minetest.net/packages/octacian/tell/;https://forum.minetest.net/viewtopic.php?t=17164;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;mtg_craft_reverser;https://gitlab.com/Df458/mtg-craft-reverser;beds default farming stairs ;;;;;[Mtg Craft Reverser] Makes crafting recipes in Minetest Game reversible;https://content.minetest.net/packages/Hugues Ross/mtg_craft_reverser/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;server_news;https://github.com/Ezhh/server_news;;;;;;[Server News] Minetest mod to show server news when players join;https://content.minetest.net/packages/Shara/server_news/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;classroom;https://gitlab.com/rubenwardy/classroom;sfinv ;;;;;[Classroom] An easy way to manage students in-game, with support for bulk actions and macros.;https://content.minetest.net/packages/rubenwardy/classroom/;https://forum.minetest.net/viewtopic.php?t=23715;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;chat_history;https://bitbucket.org/sorcerykid/chat_history.git;formspecs default ;;;;;[Chat History] Chat History is an interactive chat history viewer with a variety of message filtering options and notification sounds for use on servers.;https://content.minetest.net/packages/sorcerykid/chat_history/;https://forum.minetest.net/viewtopic.php?t=20674;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;manners;https://github.com/brylie/minetest-manners;;;;;;[Manners] Polite farts and burps.;https://content.minetest.net/packages/brylie/manners/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;dice;https://github.com/farfadet46/minetest-dice;default ;;;;;[Simple Dice] Simple dice for little games;https://content.minetest.net/packages/farfadet46/dice/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;nc_yctiwy;https://gitlab.com/sztest/nc_yctiwy;nc_api_all ;;;;;[You Can't Take It With You] NodeCore players leave their items behind, accessible to other players, when they log out.;https://content.minetest.net/packages/Warr1024/nc_yctiwy/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;szutilpack;https://gitlab.com/sztest/szutilpack;;;;;;[SzUtilPack] A collection of misc dependency-free utilities primarily for server hosts.;https://content.minetest.net/packages/Warr1024/szutilpack/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;lightdead;https://github.com/Niwla23/lightdead;default ;;;;;[Lightdead] Spawns a lightning over the dedposition of a player when he dies;https://content.minetest.net/packages/niwla23/lightdead/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;stasis;https://git.minetest.land/luk3yx/stasis;cloaking ;;;;;[Stasis] Allows players to be put in stasis.;https://content.minetest.net/packages/luk3yx/stasis/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;darks;https://github.com/xenonca/darks;default ;;;;;[Darks] Adds dark stuff;https://content.minetest.net/packages/_Xenon/darks/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;chat_tools;https://bitbucket.org/theFox6/chat_tools;lib_chatcmdbuilder ;;;;;[Chat Tools] chat commands that people might need;https://content.minetest.net/packages/theFox/chat_tools/;https://forum.minetest.net/viewtopic.php?t=20237;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;edible_swords;https://github.com/Gerold55/edible_swords;default ;;;;;[Edible Swords] Edible Swords ;https://content.minetest.net/packages/GamingAssociation39/edible_swords/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;editor;https://github.com/rubenwardy/editor;;;;;;[Editor] Flexible formspec based text editor;https://content.minetest.net/packages/rubenwardy/editor/;https://forum.minetest.net/viewtopic.php?t=15419;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;signs_rx;https://bitbucket.org/sorcerykid/signs_rx;default formspecs markup config ;;;;;[Signs Redux] Signs Redux is a complete rewrite of default signs that adds many new features;https://content.minetest.net/packages/sorcerykid/signs_rx/;https://forum.minetest.net/viewtopic.php?t=23955;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;arena_lib;https://gitlab.com/zughy-friends-minetest/arena_lib;default signs_lib ;;;;;[Arena_lib] Library working as a core for any arena mini-game you have in mind;https://content.minetest.net/packages/Zughy/arena_lib/;https://forum.minetest.net/viewtopic.php?t=24509;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;mover;https://github.com/ChimneySwift/mover;;;;;;[Mover] A Minetest mod which adds a tool that makes moving nodes containing metadata such as chests and protection blocks extremely simple.;https://content.minetest.net/packages/ChimneySwift/mover/;https://forum.minetest.net/viewtopic.php?t=19801;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;clumpfall;https://github.com/Noodlemire/clumpfall;entitycontrol ;;;;;[Clump Fall Nodes] Makes most nodes able to fall without enough support.;https://content.minetest.net/packages/Noodlemire/clumpfall/;https://forum.minetest.net/viewtopic.php?t=20255;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;fireworks;https://github.com/KaylebJay/fireworks;default dye ;;;;;[Fireworks] Particle driven fireworks.;https://content.minetest.net/packages/CalebJ/fireworks/;https://forum.minetest.net/viewtopic.php?t=24677;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;handholds_redo;https://github.com/t-affeldt/handholds_redo;default ;;;;;[Handholds Redo] Adds additional functionality to pickaxes as a climbing tool;https://content.minetest.net/packages/TestificateMods/handholds_redo/;https://forum.minetest.net/viewtopic.php?t=24725;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;death_timer;https://github.com/Mathiaszero/death_timer;;;;;;[Death Timer] Timer that adds a delay between deaths.;https://content.minetest.net/packages/Mathias/death_timer/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;staffs;https://gitlab.com/KaylebJay/minetest-staffs;ethereal default bonemeal ;;;;;[Staffs] Staffs with various uses;https://content.minetest.net/packages/CalebJ/staffs/;https://forum.minetest.net/viewtopic.php?t=22856;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;personal_log;https://github.com/minetest-mods/personal_log;;ui;;;x;[Personal Log] A personal log where players can track events and places;https://content.minetest.net/packages/FaceDeer/personal_log/;https://forum.minetest.net/viewtopic.php?t=24155;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;vote_kick;https://github.com/rubenwardy/vote_kick;vote ;;;;;[Kick Vote] Adds kick voting using the vote API;https://content.minetest.net/packages/rubenwardy/vote_kick/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;markup;https://bitbucket.org/sorcerykid/markup;default skins ;;;;;[Bedrock Markup Language] Bedrock Markup Language is an extensible markup language and API for formspecs.;https://content.minetest.net/packages/sorcerykid/markup/;https://forum.minetest.net/viewtopic.php?t=23855;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;serversay;https://github.com/Truemmerer/serversay;default ;;;;;[ServerSay] Write in the Chat as Server;https://content.minetest.net/packages/Truemmerer/serversay/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;playtime;https://github.com/Lejo1/playtime;;;;;;[Playtime Recorder] Use /playtime to get the time you played;https://content.minetest.net/packages/Lejo/playtime/;https://forum.minetest.net/viewtopic.php?t=18815;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;cipher;https://bitbucket.org/sorcerykid/cipher;bitwise ;;;;;[Simple Cipher] A lightweight and portable cryptography library;https://content.minetest.net/packages/sorcerykid/cipher/;https://forum.minetest.net/viewtopic.php?t=23853;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;envelopes;https://github.com/archfan7411/minetest-envelopes;;;;;;[Envelopes] Write and address an envelope to another player!;https://content.minetest.net/packages/archfan7411/envelopes/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;place_limit;https://github.com/appgurueu/place_limit;hud_timers modlib ;;;;;[Place Limit] Limits node placement;https://content.minetest.net/packages/LMD/place_limit/;https://forum.minetest.net/viewtopic.php?t=22348;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;name_hider;https://github.com/Ezhh/name_hider;;;;;;[Name Hider] Minetest mod to hide player names;https://content.minetest.net/packages/Shara/name_hider/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;death_timer;https://github.com/Coder12a/death_timer;;;;;;[Death Timer] This will force players to wait a specified amount of time on death.;https://content.minetest.net/packages/Coder12/death_timer/;https://forum.minetest.net/viewtopic.php?t=22679;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;item_limit;https://github.com/appgurueu/item_limit;default modlib ;;;;;[Item Limit] A mod limiting the amount of items of certain types in each player's inventory.;https://content.minetest.net/packages/LMD/item_limit/;https://forum.minetest.net/viewtopic.php?t=22346;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
